vehicle_id,lap_number,lap_time,tire_degradation_est,fuel_remaining_est,position_est,gap_to_avg,stint_number,track_conditions
GR86-028-89,19,274.498,72,10,22,102.76852631578944,2,dry
GR86-028-89,18,154.23,68,15,9,-17.499473684210557,2,dry
GR86-028-89,17,151.278,64,20,10,-20.451473684210555,2,dry
GR86-028-89,16,150.911,60,25,10,-20.818473684210545,2,dry
GR86-028-89,15,150.88,56,30,23,-20.84947368421055,2,dry
GR86-028-89,14,206.1,52,35,30,34.37052631578945,2,dry
GR86-028-89,13,156.091,48,40,11,-15.638473684210538,2,dry
GR86-028-89,12,150.589,44,45,25,-21.140473684210548,1,dry
GR86-028-89,11,150.411,40,50,1,-21.318473684210545,1,dry
GR86-028-89,10,150.778,36,55,17,-20.951473684210555,1,dry
GR86-028-89,9,149.796,32,60,17,-21.933473684210554,1,dry
GR86-028-89,8,149.755,28,65,9,-21.97447368421055,1,dry
GR86-028-89,7,149.816,24,70,4,-21.913473684210544,1,dry
GR86-028-89,6,159.238,20,75,1,-12.491473684210547,1,dry
GR86-028-89,5,212.55,16,80,9,40.820526315789465,1,dry
GR86-028-89,4,149.797,12,85,30,-21.93247368421055,1,dry
GR86-028-89,3,152.688,8,90,10,-19.04147368421056,1,dry
GR86-028-89,2,222.874,4,95,13,51.14452631578945,1,dry
GR86-028-89,1,220.58,0,100,30,48.850526315789466,1,dry
GR86-029-14,19,261.979,72,10,28,91.91984210526314,2,dry
GR86-029-14,18,150.385,68,15,1,-19.67415789473685,2,dry
GR86-029-14,17,150.301,64,20,12,-19.758157894736854,2,dry
GR86-029-14,16,152.411,60,25,1,-17.64815789473684,2,dry
GR86-029-14,15,151.204,56,30,7,-18.855157894736834,2,dry
GR86-029-14,14,215.98,52,35,7,45.92084210526315,2,dry
GR86-029-14,13,193.509,48,40,25,23.449842105263144,2,dry
GR86-029-14,12,151.913,44,45,22,-18.14615789473683,1,dry
GR86-029-14,11,152.39,40,50,27,-17.669157894736855,1,dry
GR86-029-14,10,150.656,36,55,15,-19.403157894736836,1,dry
GR86-029-14,9,151.54,32,60,6,-18.51915789473685,1,dry
GR86-029-14,8,153.816,28,65,11,-16.24315789473684,1,dry
GR86-029-14,7,151.26,24,70,23,-18.79915789473685,1,dry
GR86-029-14,6,151.616,20,75,14,-18.443157894736828,1,dry
GR86-029-14,5,151.301,16,80,28,-18.758157894736854,1,dry
GR86-029-14,4,151.103,12,85,21,-18.956157894736833,1,dry
GR86-029-14,3,155.457,8,90,25,-14.602157894736848,1,dry
GR86-029-14,2,223.128,4,95,5,53.068842105263144,1,dry
GR86-029-14,1,211.175,0,100,8,41.11584210526317,1,dry
GR86-030-18,19,278.528,72,10,1,122.62623809523811,2,dry
GR86-030-18,18,164.38,68,15,16,8.478238095238083,2,dry
GR86-030-18,17,153.407,64,20,23,-2.4947619047619014,2,dry
GR86-030-18,16,154.7,60,25,4,-1.2017619047619235,2,dry
GR86-030-18,15,158.479,56,30,28,2.5772380952381013,2,dry
GR86-030-18,14,207.326,52,35,27,51.42423809523808,2,dry
GR86-030-18,13,157.0,48,40,23,1.098238095238088,2,dry
GR86-030-18,12,158.762,44,45,23,2.8602380952380884,1,dry
GR86-030-18,11,154.709,40,50,19,-1.192761904761909,1,dry
GR86-030-18,10,156.914,36,55,25,1.0122380952380752,1,dry
GR86-030-18,9,156.665,32,60,5,0.76323809523808,1,dry
GR86-030-18,8,155.913,28,65,17,0.011238095238098822,1,dry
GR86-030-18,7,154.844,24,70,3,-1.057761904761918,1,dry
GR86-030-18,6,0.043,20,75,20,-155.8587619047619,1,dry
GR86-030-18,6,156.218,20,75,20,0.3162380952380772,1,dry
GR86-030-18,5,156.406,16,80,12,0.5042380952380938,1,dry
GR86-030-18,4,156.794,12,85,23,0.892238095238099,1,dry
GR86-030-18,3,163.382,8,90,27,7.480238095238093,1,dry
GR86-030-18,2,221.068,4,95,22,65.1662380952381,1,dry
GR86-030-18,1,208.399,0,100,5,52.49723809523809,1,dry
GR86-032-15,7,184.504,24,70,11,-23.20428571428573,1,dry
GR86-032-15,6,152.166,20,75,15,-55.542285714285725,1,dry
GR86-032-15,5,152.122,16,80,11,-55.58628571428571,1,dry
GR86-032-15,4,151.778,12,85,29,-55.93028571428573,1,dry
GR86-032-15,3,163.307,8,90,1,-44.401285714285734,1,dry
GR86-032-15,2,440.661,4,95,26,232.95271428571428,1,dry
GR86-032-15,1,209.42,0,100,27,1.7117142857142653,1,dry
GR86-033-46,19,0.044,72,10,11,-135.34936,2,dry
GR86-033-46,19,235.209,72,10,11,99.81564,2,dry
GR86-033-46,18,149.957,68,15,4,14.563639999999992,2,dry
GR86-033-46,17,149.633,64,20,6,14.239640000000009,2,dry
GR86-033-46,16,149.99,60,25,26,14.596640000000008,2,dry
GR86-033-46,15,149.191,56,30,9,13.797640000000001,2,dry
GR86-033-46,14,221.68,52,35,11,86.28664,2,dry
GR86-033-46,13,213.095,48,40,10,77.70164,2,dry
GR86-033-46,12,148.994,44,45,30,13.600639999999999,1,dry
GR86-033-46,11,148.796,40,50,1,13.402639999999991,1,dry
GR86-033-46,10,148.62,36,55,24,13.226640000000003,1,dry
GR86-033-46,9,148.545,32,60,20,13.151639999999986,1,dry
GR86-033-46,8,149.011,28,65,1,13.617639999999994,1,dry
GR86-033-46,7,148.979,24,70,20,13.585640000000012,1,dry
GR86-033-46,6,0.046,20,75,20,-135.34736,1,dry
GR86-033-46,6,149.032,20,75,18,13.63864000000001,1,dry
GR86-033-46,5,0.043,16,80,11,-135.35036,1,dry
GR86-033-46,5,150.118,16,80,13,14.724639999999994,1,dry
GR86-033-46,4,149.982,12,85,10,14.588639999999998,1,dry
GR86-033-46,3,151.69,8,90,16,16.296639999999996,1,dry
GR86-033-46,2,223.483,4,95,1,88.08964,1,dry
GR86-033-46,1,398.696,0,100,20,263.30264,1,dry
GR86-035-11,12,966.095,44,45,2,734.5583333333334,1,dry
GR86-035-11,11,152.011,40,50,4,-79.52566666666667,1,dry
GR86-035-11,10,153.005,36,55,3,-78.53166666666667,1,dry
GR86-035-11,9,152.451,32,60,19,-79.08566666666667,1,dry
GR86-035-11,8,152.029,28,65,12,-79.50766666666667,1,dry
GR86-035-11,7,152.286,24,70,26,-79.25066666666666,1,dry
GR86-035-11,6,152.32,20,75,18,-79.21666666666667,1,dry
GR86-035-11,5,152.09,16,80,10,-79.44666666666666,1,dry
GR86-035-11,4,152.01,12,85,28,-79.52666666666667,1,dry
GR86-035-11,3,159.019,8,90,28,-72.51766666666666,1,dry
GR86-035-11,2,223.156,4,95,21,-8.380666666666656,1,dry
GR86-035-11,1,211.968,0,100,17,-19.568666666666672,1,dry
GR86-036-98,20,43.279,76,5,15,-105.56495454545455,2,dry
GR86-036-98,19,259.169,72,10,5,110.32504545454543,2,dry
GR86-036-98,18,150.621,68,15,7,1.7770454545454584,2,dry
GR86-036-98,17,149.97,64,20,4,1.126045454545448,2,dry
GR86-036-98,16,151.416,60,25,9,2.572045454545446,2,dry
GR86-036-98,15,150.774,56,30,9,1.93004545454545,2,dry
GR86-036-98,14,216.768,52,35,23,67.92404545454545,2,dry
GR86-036-98,13,204.521,48,40,31,55.677045454545436,2,dry
GR86-036-98,12,150.666,44,45,2,1.8220454545454459,1,dry
GR86-036-98,11,0.044,40,50,29,-148.79995454545454,1,dry
GR86-036-98,11,150.401,40,50,5,1.5570454545454595,1,dry
GR86-036-98,10,150.289,36,55,7,1.4450454545454363,1,dry
GR86-036-98,9,150.31,32,60,15,1.4660454545454513,1,dry
GR86-036-98,8,150.479,28,65,24,1.6350454545454625,1,dry
GR86-036-98,7,150.529,24,70,23,1.6850454545454454,1,dry
GR86-036-98,6,150.241,20,75,10,1.397045454545463,1,dry
GR86-036-98,5,150.225,16,80,1,1.3810454545454434,1,dry
GR86-036-98,4,150.9,12,85,27,2.0560454545454547,1,dry
GR86-036-98,3,155.191,8,90,25,6.3470454545454515,1,dry
GR86-036-98,2,223.304,4,95,17,74.46004545454545,1,dry
GR86-036-98,1,215.47,0,100,4,66.62604545454545,1,dry
GR86-037-03,19,258.79,72,10,10,88.50436842105265,2,dry
GR86-037-03,18,151.279,68,15,9,-19.006631578947378,2,dry
GR86-037-03,17,151.598,64,20,29,-18.68763157894736,2,dry
GR86-037-03,16,152.312,60,25,2,-17.973631578947362,2,dry
GR86-037-03,15,152.01,56,30,30,-18.275631578947383,2,dry
GR86-037-03,14,215.39,52,35,15,45.10436842105261,2,dry
GR86-037-03,13,187.11,48,40,18,16.82436842105264,2,dry
GR86-037-03,12,152.89,44,45,21,-17.395631578947388,1,dry
GR86-037-03,11,151.2,40,50,28,-19.085631578947385,1,dry
GR86-037-03,10,152.757,36,55,17,-17.52863157894737,1,dry
GR86-037-03,9,151.824,32,60,12,-18.46163157894736,1,dry
GR86-037-03,8,151.69,28,65,12,-18.595631578947376,1,dry
GR86-037-03,7,151.529,24,70,9,-18.756631578947378,1,dry
GR86-037-03,6,152.59,20,75,28,-17.69563157894737,1,dry
GR86-037-03,5,152.899,16,80,31,-17.386631578947373,1,dry
GR86-037-03,4,152.359,12,85,27,-17.926631578947365,1,dry
GR86-037-03,3,160.131,8,90,23,-10.154631578947374,1,dry
GR86-037-03,2,222.891,4,95,19,52.60536842105262,1,dry
GR86-037-03,1,214.178,0,100,21,43.89236842105262,1,dry
GR86-038-93,19,265.198,72,10,1,94.53826315789473,2,dry
GR86-038-93,18,151.421,68,15,12,-19.238736842105254,2,dry
GR86-038-93,17,152.766,64,20,28,-17.893736842105255,2,dry
GR86-038-93,16,152.18,60,25,23,-18.47973684210524,2,dry
GR86-038-93,15,151.501,56,30,5,-19.15873684210524,2,dry
GR86-038-93,14,215.989,52,35,7,45.32926315789476,2,dry
GR86-038-93,13,193.921,48,40,24,23.261263157894746,2,dry
GR86-038-93,12,151.579,44,45,29,-19.08073684210524,1,dry
GR86-038-93,11,151.621,40,50,27,-19.038736842105237,1,dry
GR86-038-93,10,151.305,36,55,10,-19.35473684210524,1,dry
GR86-038-93,9,152.294,32,60,17,-18.365736842105235,1,dry
GR86-038-93,8,151.473,28,65,26,-19.186736842105233,1,dry
GR86-038-93,7,151.196,24,70,7,-19.46373684210525,1,dry
GR86-038-93,6,152.413,20,75,12,-18.246736842105236,1,dry
GR86-038-93,5,151.907,16,80,5,-18.752736842105236,1,dry
GR86-038-93,4,151.77,12,85,6,-18.889736842105236,1,dry
GR86-038-93,3,157.12,8,90,6,-13.539736842105242,1,dry
GR86-038-93,2,222.989,4,95,9,52.32926315789476,1,dry
GR86-038-93,1,213.892,0,100,7,43.23226315789475,1,dry
GR86-040-3,19,283.708,72,10,12,111.9475263157895,2,dry
GR86-040-3,18,154.587,68,15,11,-17.173473684210535,2,dry
GR86-040-3,17,152.168,64,20,31,-19.592473684210518,2,dry
GR86-040-3,16,153.952,60,25,29,-17.808473684210526,2,dry
GR86-040-3,15,153.194,56,30,23,-18.566473684210536,2,dry
GR86-040-3,14,214.993,52,35,23,43.23252631578947,2,dry
GR86-040-3,13,175.881,48,40,26,4.120526315789476,2,dry
GR86-040-3,12,152.766,44,45,2,-18.994473684210533,1,dry
GR86-040-3,11,152.414,40,50,4,-19.346473684210537,1,dry
GR86-040-3,10,151.924,36,55,2,-19.836473684210517,1,dry
GR86-040-3,9,153.005,32,60,19,-18.75547368421053,1,dry
GR86-040-3,8,152.601,28,65,13,-19.159473684210525,1,dry
GR86-040-3,7,152.6,24,70,30,-19.16047368421053,1,dry
GR86-040-3,6,153.878,20,75,17,-17.882473684210538,1,dry
GR86-040-3,5,153.601,16,80,26,-18.159473684210525,1,dry
